Date,Product Category,Region,Product,Sales,Profit,Quantity Sold
2024-09-03,Clothing,Central,Generation,858.18,193.37,29
2024-09-04,Furniture,North,Bit,1236.82,160.54,18
2024-09-05,Electronics,North,Assume,1670.37,492.03,21
2024-09-06,Furniture,Central,Gun,1244.17,300.41,36
2024-09-07,Office Supplies,South,Also,782.59,158.86,27
2024-09-08,Office Supplies,West,Nature,1398.05,268.27,24
2024-09-09,Office Supplies,Central,Former,1595.34,239.5,38
2024-09-10,Clothing,East,Machine,1054.57,191.48,32
2024-09-11,Clothing,West,Tonight,949.04,204.28,26
2024-09-12,Accessories,South,Modern,1058.07,286.27,5
2024-09-13,Office Supplies,North,Movement,984.86,149.18,14
2024-09-14,Furniture,East,Garden,523.49,104.64,40
2024-09-15,Electronics,West,Past,1088.08,123.91,3
2024-09-16,Office Supplies,South,American,1503.12,409.62,28
2024-09-17,Clothing,East,Agree,1079.74,206.18,7
2024-09-18,Accessories,East,Hundred,1298.52,162.62,38
2024-09-19,Furniture,North,Political,1107.43,198.24,34
2024-09-20,Furniture,South,Interesting,899.06,119.31,34
2024-09-21,Accessories,North,Develop,1305.38,275.47,15
2024-09-22,Clothing,South,Spend,1296.07,381.46,28
2024-09-23,Furniture,East,Hard,1241.02,363.37,10
2024-09-24,Office Supplies,North,Gun,556.83,165.82,2
2024-09-25,Electronics,South,People,814.24,181.63,25
2024-09-26,Electronics,East,Require,1139.38,274.14,29
2024-09-27,Office Supplies,North,Effect,790.91,121.88,43
2024-09-28,Clothing,West,Better,67.75,16.22,20
2024-09-29,Electronics,South,Capital,954.24,98.13,47
2024-09-30,Accessories,Central,Stock,854.15,127.04,13
2024-10-01,Clothing,West,Whom,924.68,265.24,21
2024-10-02,Office Supplies,Central,Sense,724.39,167.99,26
2024-10-03,Office Supplies,South,Opportunity,1467.79,290.67,44
2024-10-04,Electronics,Central,Price,1743.14,450.97,18
2024-10-05,Office Supplies,South,Read,774.12,216.66,13
2024-10-06,Accessories,North,Executive,1118.9,147.74,40
2024-10-07,Electronics,Central,Form,1252.14,303.31,31
2024-10-08,Furniture,East,Enjoy,144.9,19.22,36
2024-10-09,Accessories,North,Research,969.03,218.46,33
2024-10-10,Furniture,Central,Will,850.11,156.98,33
2024-10-11,Furniture,Central,Guy,1159.91,324.37,44
2024-10-12,Furniture,West,Look,1484.71,421.12,48
2024-10-13,Clothing,Central,Again,1666.63,214.2,21
2024-10-14,Furniture,South,Data,938.19,178.12,9
2024-10-15,Clothing,East,Husband,884.43,134.72,37
2024-10-16,Electronics,South,Moment,873.75,235.8,6
2024-10-17,Accessories,South,Quickly,1091.21,275.49,9
2024-10-18,Office Supplies,West,Country,1025.92,278.84,24
2024-10-19,Clothing,West,Eight,525.02,149.84,37
2024-10-20,Furniture,North,Benefit,1197.75,144.18,4
2024-10-21,Accessories,Central,Exist,1020.1,112.68,36
2024-10-22,Furniture,Central,Yard,1453.42,364.65,28
2024-10-23,Furniture,West,Interview,860.79,223.08,3
2024-10-24,Office Supplies,West,Mother,475.47,53.41,2
2024-10-25,Accessories,Central,Church,1063.1,182.74,27
2024-10-26,Electronics,East,Money,1109.45,282.29,3
2024-10-27,Office Supplies,East,Around,959.44,180.04,31
2024-10-28,Office Supplies,West,Unit,877.9,155.0,13
2024-10-29,Office Supplies,Central,Notice,1193.16,158.27,47
2024-10-30,Clothing,North,Police,1286.74,189.49,47
2024-10-31,Furniture,South,Phone,684.11,106.31,14
2024-11-01,Office Supplies,Central,Ago,397.47,48.53,36
2024-11-02,Electronics,West,Character,568.05,153.18,44
2024-11-03,Office Supplies,East,Deal,1117.56,180.86,20
2024-11-04,Clothing,East,Record,974.34,272.71,35
2024-11-05,Furniture,Central,Would,850.03,194.85,33
2024-11-06,Electronics,Central,Specific,569.06,101.81,21
2024-11-07,Accessories,North,Leg,1476.11,395.15,30
2024-11-08,Furniture,West,If,565.22,84.43,4
2024-11-09,Accessories,East,Worry,1014.25,218.41,23
2024-11-10,Accessories,West,Have,812.24,90.51,35
2024-11-11,Furniture,South,Walk,1172.79,316.94,18
2024-11-12,Electronics,Central,Page,1488.53,164.52,17
2024-11-13,Furniture,East,Then,965.75,245.96,39
2024-11-14,Office Supplies,North,Choose,1280.34,259.46,37
2024-11-15,Office Supplies,East,Throw,1078.01,289.88,37
2024-11-16,Accessories,Central,Husband,1086.84,283.72,29
2024-11-17,Clothing,North,Report,1186.88,212.71,45
2024-11-18,Accessories,West,Water,1238.28,134.9,7
2024-11-19,Furniture,West,Effect,1311.93,165.76,16
2024-11-20,Furniture,Central,City,1132.43,142.96,7
2024-11-21,Accessories,West,Section,1263.84,225.49,4
2024-11-22,Furniture,South,Kitchen,1152.53,336.74,40
2024-11-23,Office Supplies,North,Evidence,790.11,169.55,41
2024-11-24,Clothing,North,Guess,839.47,151.87,6
2024-11-25,Clothing,South,Campaign,1338.16,313.65,3
2024-11-26,Electronics,South,Generation,1517.02,239.74,17
2024-11-27,Accessories,East,Investment,1042.45,233.88,38
2024-11-28,Electronics,North,Least,1163.97,198.29,31
2024-11-29,Accessories,West,Rest,497.52,61.07,41
2024-11-30,Clothing,North,Prove,813.04,210.49,45
2024-12-01,Office Supplies,Central,Value,882.34,253.07,10
2024-12-02,Electronics,Central,Already,720.6,88.91,26
2024-12-03,Clothing,North,Believe,1489.03,338.97,42
2024-12-04,Accessories,South,Side,539.19,115.92,25
2024-12-05,Clothing,South,No,1400.69,301.27,35
2024-12-06,Electronics,East,Positive,614.94,143.39,15
2024-12-07,Office Supplies,South,Successful,1396.25,157.34,7
2024-12-08,Office Supplies,North,And,814.67,218.61,18
2024-12-09,Accessories,West,Summer,831.52,84.66,33
2024-12-10,Clothing,East,Bar,902.95,269.17,21
2024-12-11,Clothing,North,Inside,1155.58,148.75,24
2024-12-12,Furniture,East,Free,906.84,231.41,32
2024-12-13,Electronics,East,Something,775.09,101.11,32
2024-12-14,Electronics,East,Act,1077.91,187.86,21
2024-12-15,Electronics,West,Treatment,928.93,221.89,33
2024-12-16,Accessories,South,Song,1656.4,415.99,35
2024-12-17,Clothing,South,Plant,998.55,220.72,27
2024-12-18,Accessories,East,Name,1210.61,245.77,10
2024-12-19,Clothing,South,Put,1188.97,167.81,6
2024-12-20,Electronics,South,Democrat,1777.4,234.23,49
2024-12-21,Clothing,North,Number,787.05,215.74,45
2024-12-22,Furniture,North,But,792.36,189.67,1
2024-12-23,Office Supplies,East,New,1230.41,320.45,25
2024-12-24,Clothing,North,Image,803.24,240.73,32
2024-12-25,Office Supplies,East,Nature,1701.75,482.14,18
2024-12-26,Accessories,West,Friend,934.38,167.35,33
2024-12-27,Furniture,West,Peace,1032.27,119.52,19
2024-12-28,Furniture,Central,Cell,899.22,111.5,30
2024-12-29,Electronics,North,Grow,1274.87,380.8,23
2024-12-30,Electronics,South,Strong,1420.07,300.36,32
2024-12-31,Electronics,South,Fill,1186.14,150.46,32
2025-01-01,Accessories,North,Accept,1145.35,301.61,35
2025-01-02,Clothing,South,This,594.5,83.31,16
2025-01-03,Clothing,North,Prepare,1317.08,209.84,16
2025-01-04,Furniture,Central,Could,1285.67,164.93,30
2025-01-05,Furniture,Central,Relationship,927.85,194.34,39
2025-01-06,Clothing,South,Less,654.06,153.12,40
2025-01-07,Accessories,North,Word,1066.71,202.96,19
2025-01-08,Accessories,North,Bank,1526.7,239.63,15
2025-01-09,Clothing,South,Like,1433.66,369.02,17
2025-01-10,Clothing,West,Outside,847.63,135.08,49
2025-01-11,Clothing,West,Offer,1095.68,209.57,49
2025-01-12,Accessories,Central,Piece,1302.83,177.55,1
2025-01-13,Furniture,West,Now,1177.43,239.46,28
2025-01-14,Office Supplies,West,Pass,1066.4,231.7,40
2025-01-15,Furniture,Central,Majority,839.98,94.6,36
2025-01-16,Electronics,West,Evening,1326.12,396.12,34
2025-01-17,Accessories,South,President,1071.48,225.5,1
2025-01-18,Electronics,South,Adult,1237.22,296.24,37
2025-01-19,Office Supplies,South,Song,1394.48,292.97,31
2025-01-20,Furniture,East,Hospital,1191.88,338.29,7
2025-01-21,Electronics,South,Wind,1436.77,329.11,18
2025-01-22,Furniture,South,Smile,1200.08,202.85,48
2025-01-23,Accessories,West,Language,1891.7,487.62,30
2025-01-24,Furniture,West,All,1459.86,291.01,47
2025-01-25,Furniture,North,War,845.91,164.25,10
2025-01-26,Clothing,West,Hope,935.9,177.1,39
2025-01-27,Accessories,West,Especially,1375.15,271.56,27
2025-01-28,Accessories,South,Rather,704.93,101.06,41
2025-01-29,Clothing,Central,Site,757.0,218.42,32
2025-01-30,Electronics,West,Interview,651.75,69.94,26
2025-01-31,Office Supplies,West,Fall,596.85,63.64,24
2025-02-01,Clothing,North,Wall,1211.87,153.96,21
2025-02-02,Clothing,North,Since,952.83,255.06,25
2025-02-03,Clothing,East,Amount,1403.49,170.77,20
2025-02-04,Clothing,North,Car,1475.52,341.34,28
2025-02-05,Clothing,West,Time,635.64,71.03,22
2025-02-06,Accessories,North,Above,1609.6,317.86,8
2025-02-07,Electronics,Central,Letter,659.38,143.12,5
2025-02-08,Clothing,South,Throughout,1047.49,115.98,21
2025-02-09,Office Supplies,North,Same,350.38,38.42,28
2025-02-10,Clothing,West,Message,1094.98,308.4,48
2025-02-11,Electronics,West,Approach,1081.62,263.25,32
2025-02-12,Furniture,North,Value,695.13,191.16,23
2025-02-13,Clothing,West,Name,348.95,84.93,3
2025-02-14,Office Supplies,East,Interest,1079.66,299.79,33
2025-02-15,Electronics,East,Require,503.21,79.79,36
2025-02-16,Furniture,Central,Key,1217.89,239.71,15
2025-02-17,Clothing,West,Attorney,1605.34,212.54,30
2025-02-18,Electronics,East,Fine,949.91,157.24,16
2025-02-19,Furniture,West,During,909.02,92.49,40
2025-02-20,Office Supplies,South,Type,685.26,118.58,29
2025-02-21,Clothing,South,Back,619.92,109.5,13
2025-02-22,Electronics,South,Reduce,972.21,260.7,34
2025-02-23,Accessories,South,Think,1058.24,141.68,41
2025-02-24,Clothing,East,Student,1493.82,376.9,38
2025-02-25,Clothing,West,Event,1081.08,182.65,8
2025-02-26,Electronics,West,Watch,1049.61,237.55,24
2025-02-27,Office Supplies,North,Million,1210.21,355.92,12
2025-02-28,Clothing,West,Almost,1214.12,330.07,16
2025-03-01,Accessories,Central,Close,1233.41,142.42,39
2025-03-02,Furniture,East,Somebody,1076.59,264.54,18
2025-03-03,Clothing,South,Piece,1268.8,245.5,34
2025-03-04,Accessories,South,Know,1118.12,259.0,25
2025-03-05,Accessories,West,Together,1001.76,232.44,23
2025-03-06,Electronics,East,World,559.34,114.25,41
2025-03-07,Electronics,South,Price,1024.67,296.1,11
2025-03-08,Clothing,East,World,1188.87,210.36,22
2025-03-09,Furniture,North,Provide,1363.22,292.59,43
2025-03-10,Accessories,South,Care,775.62,167.9,23
2025-03-11,Accessories,South,Set,1083.01,295.11,48
2025-03-12,Furniture,North,Evidence,958.0,194.37,13
2025-03-13,Furniture,Central,Son,1251.06,257.23,4
2025-03-14,Accessories,Central,Others,1109.31,171.85,47
2025-03-15,Clothing,Central,Discuss,1199.76,353.79,18
2025-03-16,Clothing,West,Smile,780.45,185.45,15
2025-03-17,Office Supplies,North,All,875.83,231.68,19
2025-03-18,Clothing,South,Each,974.37,122.79,24
2025-03-19,Accessories,West,Early,1376.71,322.85,36
2025-03-20,Clothing,West,Full,1392.44,183.79,43
2025-03-21,Electronics,South,Early,1262.59,142.28,28
2025-03-22,Clothing,East,Not,707.68,170.83,35
2025-03-23,Clothing,Central,Growth,899.52,200.61,42
2025-03-24,Accessories,West,Message,715.77,201.83,7
2025-03-25,Office Supplies,South,Apply,781.55,84.46,47
2025-03-26,Clothing,Central,Later,1104.29,310.32,14
2025-03-27,Accessories,North,Grow,800.78,177.02,29
2025-03-28,Office Supplies,East,Accept,1307.4,371.84,49
2025-03-29,Accessories,North,Bed,1350.95,195.85,16
2025-03-30,Electronics,West,Story,923.91,258.43,33
2025-03-31,Electronics,South,Amount,610.92,88.91,3
2025-04-01,Electronics,South,Alone,1667.38,348.92,42
2025-04-02,Electronics,East,Design,989.14,137.15,44
2025-04-03,Office Supplies,East,Discuss,780.55,147.11,31
2025-04-04,Electronics,West,Every,1138.99,175.53,14
2025-04-05,Clothing,North,Fire,940.53,280.91,10
2025-04-06,Office Supplies,West,Itself,247.69,63.84,34
2025-04-07,Office Supplies,Central,Baby,1466.82,162.52,34
2025-04-08,Accessories,South,Event,941.53,190.85,16
2025-04-09,Clothing,East,Major,988.05,250.9,10
2025-04-10,Clothing,North,In,1130.91,200.59,9
2025-04-11,Clothing,South,Whom,1232.83,203.86,48
2025-04-12,Electronics,North,Myself,734.47,192.84,32
2025-04-13,Furniture,West,Weight,1012.86,223.66,28
2025-04-14,Furniture,Central,Federal,951.97,239.79,20
2025-04-15,Office Supplies,East,Price,859.64,159.08,17
2025-04-16,Accessories,Central,Must,1436.28,328.85,12
2025-04-17,Furniture,North,Contain,942.06,218.01,20
2025-04-18,Clothing,West,Job,708.33,137.47,15
2025-04-19,Furniture,West,Strategy,701.69,153.0,25
2025-04-20,Clothing,Central,Project,643.0,182.06,44
2025-04-21,Electronics,North,With,1402.62,187.34,36
2025-04-22,Electronics,South,Leader,1161.46,241.02,6
2025-04-23,Office Supplies,North,Guess,1302.26,319.91,33
2025-04-24,Furniture,South,Behind,911.96,99.68,21
2025-04-25,Office Supplies,Central,Modern,940.46,164.94,6
2025-04-26,Clothing,West,Under,1311.28,354.57,7
2025-04-27,Furniture,West,About,1026.78,139.2,16
2025-04-28,Electronics,Central,Range,877.79,193.2,9
2025-04-29,Accessories,West,For,1173.73,234.14,11
2025-04-30,Office Supplies,North,Establish,992.41,290.76,6
2025-05-01,Electronics,South,Or,1237.24,332.81,44
2025-05-02,Accessories,West,Sort,1173.47,224.78,19
2025-05-03,Electronics,West,Citizen,1065.4,203.38,11
2025-05-04,Electronics,North,Sea,883.12,206.93,20
2025-05-05,Accessories,East,Certain,967.84,105.05,18
2025-05-06,Electronics,East,Out,387.1,100.82,31
2025-05-07,Accessories,East,Police,693.33,173.04,21
2025-05-08,Accessories,West,Kitchen,1511.98,378.27,8
2025-05-09,Office Supplies,West,Morning,1001.82,138.99,36
2025-05-10,Office Supplies,South,Back,1374.96,210.39,23
2025-05-11,Electronics,North,Smile,912.24,226.69,6
2025-05-12,Furniture,East,Read,399.64,81.2,30
2025-05-13,Furniture,East,Foot,968.08,144.87,46
2025-05-14,Electronics,West,Them,1112.54,125.54,27
2025-05-15,Clothing,West,Heavy,721.28,74.87,10
2025-05-16,Electronics,North,Woman,672.57,165.61,36
2025-05-17,Electronics,West,According,1177.84,261.58,22
2025-05-18,Office Supplies,Central,Scene,861.71,237.96,40
2025-05-19,Electronics,Central,Marriage,797.12,132.68,31
2025-05-20,Furniture,East,Cause,925.84,141.86,18
2025-05-21,Electronics,South,List,816.73,180.72,21
2025-05-22,Office Supplies,Central,Population,1558.22,383.66,48
2025-05-23,Electronics,West,Hair,1003.42,185.46,11
2025-05-24,Accessories,North,Yeah,1224.17,321.33,30
2025-05-25,Office Supplies,North,Significant,1100.13,323.35,34
2025-05-26,Electronics,North,Team,759.18,85.16,18
2025-05-27,Clothing,East,About,986.5,213.74,15
2025-05-28,Furniture,North,Next,511.87,132.37,6
2025-05-29,Clothing,North,Fund,1103.25,160.22,34
2025-05-30,Office Supplies,Central,Mission,1295.67,188.87,40
2025-05-31,Furniture,South,Artist,1257.86,346.14,29
2025-06-01,Furniture,South,Happy,793.21,222.99,14
2025-06-02,Accessories,North,Whatever,894.68,164.93,18
2025-06-03,Electronics,South,Energy,658.36,175.9,40
2025-06-04,Clothing,West,Author,729.65,136.48,4
2025-06-05,Accessories,East,Small,1031.67,141.54,16
2025-06-06,Office Supplies,Central,Food,1120.63,253.39,21
2025-06-07,Office Supplies,Central,Thousand,1524.68,178.87,44
2025-06-08,Clothing,Central,Available,1116.46,270.72,27
2025-06-09,Furniture,South,Great,1102.88,131.43,24
2025-06-10,Office Supplies,South,Three,1091.6,261.42,15
2025-06-11,Accessories,Central,Will,842.3,98.64,46
2025-06-12,Electronics,South,Rock,822.74,195.89,11
2025-06-13,Accessories,East,Have,802.51,98.1,21
2025-06-14,Accessories,North,Doctor,1382.57,328.92,29
2025-06-15,Office Supplies,South,Party,643.31,167.42,26
2025-06-16,Office Supplies,East,Charge,1140.72,211.18,21
2025-06-17,Clothing,North,Tonight,938.81,146.49,29
2025-06-18,Office Supplies,South,Include,696.31,119.38,7
2025-06-19,Accessories,Central,Program,798.32,220.38,4
2025-06-20,Clothing,East,Best,1357.84,170.07,46
2025-06-21,Office Supplies,South,Food,808.91,112.35,36
2025-06-22,Office Supplies,South,Politics,873.12,181.41,32
2025-06-23,Electronics,East,Later,1248.11,271.08,39
2025-06-24,Clothing,Central,Claim,320.06,89.44,4
2025-06-25,Accessories,South,Also,1275.13,295.81,33
2025-06-26,Furniture,South,Available,1519.99,418.0,12
2025-06-27,Office Supplies,Central,Air,844.03,142.86,12
2025-06-28,Electronics,West,Lay,1350.69,192.25,21
2025-06-29,Accessories,South,Home,1380.06,197.4,12
2025-06-30,Furniture,East,Purpose,1326.78,231.85,39
2025-07-01,Furniture,West,Often,1064.79,159.06,9
2025-07-02,Furniture,South,Fill,1744.63,319.34,17
2025-07-03,Office Supplies,Central,Ten,743.36,145.42,18
2025-07-04,Accessories,South,Eat,1084.82,125.54,35
2025-07-05,Electronics,East,Determine,1190.86,230.83,47
2025-07-06,Accessories,South,Professor,751.28,159.58,15
2025-07-07,Accessories,South,Forget,592.0,172.65,3
2025-07-08,Electronics,South,Green,359.94,52.97,27
2025-07-09,Office Supplies,West,Left,1260.82,134.32,1
2025-07-10,Office Supplies,East,Customer,969.12,214.12,5
2025-07-11,Accessories,South,Together,878.86,238.82,22
2025-07-12,Electronics,East,Along,1223.47,280.94,2
2025-07-13,Office Supplies,West,Soon,1700.07,308.24,40
2025-07-14,Electronics,North,Wrong,914.39,183.19,23
2025-07-15,Furniture,South,Science,1254.33,191.22,13
2025-07-16,Clothing,East,Not,1035.54,184.29,20
2025-07-17,Furniture,Central,Protect,638.83,172.01,33
2025-07-18,Office Supplies,East,Perform,1284.8,165.98,48
2025-07-19,Accessories,West,Benefit,1387.22,411.9,9
2025-07-20,Clothing,South,Produce,1004.18,105.72,18
2025-07-21,Office Supplies,South,Center,1197.68,282.86,13
2025-07-22,Electronics,Central,Food,870.6,135.35,23
2025-07-23,Electronics,North,Risk,1136.42,172.18,48
2025-07-24,Accessories,Central,Dog,990.82,189.26,15
2025-07-25,Furniture,East,Tell,848.33,152.77,33
2025-07-26,Clothing,West,Contain,1090.37,121.62,17
2025-07-27,Office Supplies,East,Usually,762.92,165.86,32
2025-07-28,Clothing,West,Coach,1323.36,226.73,10
2025-07-29,Accessories,South,Spring,1070.53,216.93,15
2025-07-30,Furniture,Central,Another,678.91,103.06,14
2025-07-31,Clothing,West,Set,680.46,204.07,45
2025-08-01,Furniture,West,Seven,488.75,91.41,47
2025-08-02,Office Supplies,West,Take,616.63,175.07,8
2025-08-03,Clothing,Central,Eat,1279.02,295.88,25
2025-08-04,Furniture,Central,Power,914.53,95.67,38
2025-08-05,Office Supplies,South,Good,1052.22,124.91,30
2025-08-06,Office Supplies,West,Other,676.46,156.7,18
2025-08-07,Clothing,North,Natural,767.9,228.98,23
2025-08-08,Accessories,North,Music,833.58,167.16,3
2025-08-09,Electronics,North,Law,1546.12,255.64,42
2025-08-10,Furniture,Central,People,809.0,187.89,28
2025-08-11,Electronics,Central,Return,759.94,134.24,1
2025-08-12,Accessories,East,Past,1240.05,139.99,22
2025-08-13,Furniture,West,Production,1286.96,315.49,38
2025-08-14,Clothing,North,Across,855.03,143.8,38
2025-08-15,Clothing,South,Month,1213.56,232.07,39
2025-08-16,Office Supplies,South,Care,974.78,216.08,25
2025-08-17,Office Supplies,North,Pressure,1159.23,185.71,21
2025-08-18,Office Supplies,Central,Understand,716.98,119.56,38
2025-08-19,Office Supplies,South,Many,1284.65,283.5,41
2025-08-20,Clothing,Central,Section,1112.55,285.35,37
2025-08-21,Clothing,West,Loss,1318.38,367.69,33
2025-08-22,Office Supplies,South,Meet,1031.14,299.89,17
2025-08-23,Clothing,Central,Interest,1235.55,368.16,5
2025-08-24,Furniture,East,Ground,1172.78,123.01,10
2025-08-25,Furniture,West,Subject,1242.51,146.97,43
2025-08-26,Electronics,South,And,1034.36,248.61,39
2025-08-27,Electronics,West,Concern,625.07,129.95,29
2025-08-28,Clothing,South,She,1581.94,227.33,38
2025-08-29,Electronics,West,Mention,1069.19,251.61,11
2025-08-30,Electronics,South,Relationship,790.24,123.95,27
2025-08-31,Furniture,North,Name,504.08,107.12,21
2025-09-01,Accessories,North,Fine,1211.15,299.43,45
2025-09-02,Clothing,South,Buy,285.39,60.1,32
2025-09-03,Electronics,West,True,1028.0,186.54,19
2025-09-04,Furniture,Central,Step,721.08,206.44,39
2025-09-05,Accessories,Central,That,1363.07,283.12,16
2025-09-06,Accessories,East,This,1042.81,221.96,19
2025-09-07,Accessories,North,There,840.86,185.72,46
2025-09-08,Furniture,West,Politics,338.06,52.08,34
2025-09-09,Accessories,West,Side,1463.9,310.12,16
2025-09-10,Clothing,East,School,625.73,172.9,26
2025-09-11,Office Supplies,West,Pass,1575.08,371.92,26
2025-09-12,Electronics,West,Follow,733.35,172.21,45
2025-09-13,Accessories,East,Population,1289.9,266.93,3
2025-09-14,Accessories,South,President,1089.03,238.9,35
2025-09-15,Clothing,Central,Career,946.16,141.64,24
2025-09-16,Accessories,West,Arrive,1312.05,241.79,48
2025-09-17,Office Supplies,South,It,1289.85,228.11,39
2025-09-18,Office Supplies,South,Daughter,823.78,98.15,13
2025-09-19,Furniture,North,Job,604.4,112.94,45
2025-09-20,Office Supplies,North,Nor,1116.42,312.38,47
2025-09-21,Furniture,North,Toward,480.61,142.8,41
2025-09-22,Furniture,East,Give,999.55,140.29,38
2025-09-23,Furniture,East,Least,858.74,196.11,28
2025-09-24,Clothing,West,Close,1111.71,119.95,49
2025-09-25,Office Supplies,North,Fact,1252.68,234.15,30
2025-09-26,Accessories,West,Production,712.65,145.4,6
2025-09-27,Clothing,East,Data,837.32,90.35,3
2025-09-28,Accessories,North,Per,904.34,145.12,35
2025-09-29,Electronics,East,Mind,1521.23,230.45,48
2025-09-30,Clothing,East,Necessary,1047.26,220.74,15
2025-10-01,Clothing,Central,Statement,768.41,101.54,6
2025-10-02,Furniture,Central,Human,694.22,130.91,8
2025-10-03,Electronics,North,Sea,805.32,188.64,4
2025-10-04,Furniture,West,Similar,1032.09,282.64,2
2025-10-05,Clothing,West,Quite,600.78,153.4,2
2025-10-06,Electronics,South,Movie,386.1,71.31,11
2025-10-07,Accessories,West,Move,1377.62,249.62,43
2025-10-08,Clothing,Central,With,1299.36,290.04,41
2025-10-09,Electronics,North,See,880.44,204.78,8
2025-10-10,Electronics,North,Energy,1052.1,150.85,12
2025-10-11,Accessories,South,Lose,1027.85,207.62,36
2025-10-12,Furniture,West,Shake,502.87,110.48,41
2025-10-13,Electronics,Central,Military,668.99,167.77,17
2025-10-14,Accessories,West,Past,1026.23,142.01,31
2025-10-15,Clothing,South,Right,880.04,153.67,8
2025-10-16,Office Supplies,South,Herself,961.75,261.13,31
2025-10-17,Electronics,West,Actually,1054.43,105.69,35
2025-10-18,Clothing,South,When,868.63,156.08,31
2025-10-19,Clothing,Central,Understand,1112.49,321.29,6
2025-10-20,Electronics,South,Might,1034.69,138.09,36
2025-10-21,Office Supplies,North,Risk,926.92,117.86,41
2025-10-22,Clothing,South,Get,622.22,91.93,3
2025-10-23,Accessories,South,Then,1517.22,441.56,48
2025-10-24,Accessories,South,Financial,938.66,247.19,11
2025-10-25,Electronics,East,Without,974.85,224.54,2
2025-10-26,Furniture,East,Movement,1134.82,300.65,6
2025-10-27,Clothing,West,Minute,1392.66,397.5,37
2025-10-28,Electronics,East,International,926.34,109.06,3
2025-10-29,Office Supplies,North,Per,905.17,160.04,21
2025-10-30,Furniture,South,Why,721.98,146.74,48
2025-10-31,Electronics,North,Respond,1435.04,386.32,43
2025-11-01,Accessories,North,Push,1369.88,409.71,9
2025-11-02,Accessories,South,Service,1199.94,331.08,34
2025-11-03,Office Supplies,East,Enter,905.78,244.08,45
2025-11-04,Accessories,South,Type,1450.56,278.06,13
2025-11-05,Electronics,West,Vote,847.09,202.54,30
2025-11-06,Electronics,South,Nation,1088.27,217.7,34
2025-11-07,Clothing,North,Audience,798.51,196.32,1
2025-11-08,Furniture,North,Form,1172.64,239.88,34
2025-11-09,Office Supplies,East,Couple,494.96,130.46,44
2025-11-10,Accessories,South,Bring,805.95,88.49,24
2025-11-11,Office Supplies,South,Once,1206.01,144.66,20
2025-11-12,Office Supplies,West,Bag,579.57,150.08,7
2025-11-13,Electronics,Central,Official,948.98,271.7,30
2025-11-14,Electronics,East,Wife,1144.0,137.61,43
2025-11-15,Electronics,Central,Establish,1443.89,408.58,20
2025-11-16,Accessories,West,Door,1080.18,116.6,19
2025-11-17,Furniture,East,Born,867.83,215.56,49
2025-11-18,Furniture,South,Improve,608.04,178.39,13
2025-11-19,Clothing,Central,Arm,881.17,106.53,5
2025-11-20,Office Supplies,East,Discussion,1417.96,335.39,34
2025-11-21,Furniture,South,Face,1125.16,334.76,37
2025-11-22,Clothing,North,Off,220.33,27.67,27
2025-11-23,Furniture,East,Perhaps,922.65,127.5,39
2025-11-24,Accessories,East,Why,752.45,178.77,49
2025-11-25,Office Supplies,North,Upon,1309.77,145.3,40
2025-11-26,Clothing,South,Understand,846.07,138.9,21
2025-11-27,Office Supplies,West,Experience,1254.6,300.6,31
2025-11-28,Office Supplies,East,Able,982.19,109.28,5
2025-11-29,Furniture,West,Debate,1251.07,160.31,32
2025-11-30,Electronics,West,Daughter,900.24,229.57,9
2025-12-01,Accessories,South,Character,1050.2,297.31,26
2025-12-02,Accessories,Central,Both,868.21,89.16,29
2025-12-03,Furniture,East,Role,380.77,39.8,21
2025-12-04,Furniture,North,Yes,1266.88,374.74,28
2025-12-05,Clothing,Central,Social,639.44,112.98,33
2025-12-06,Electronics,North,Human,747.07,98.12,16
2025-12-07,Electronics,West,Radio,688.6,198.66,46
2025-12-08,Accessories,North,Third,843.99,150.28,7
2025-12-09,Accessories,North,Drop,1018.9,165.6,17
2025-12-10,Office Supplies,North,Today,1228.59,295.81,21
2025-12-11,Office Supplies,Central,Success,1032.9,268.73,11
2025-12-12,Furniture,North,Treat,875.72,164.77,32
2025-12-13,Accessories,South,Help,1297.73,342.26,30
2025-12-14,Accessories,South,Summer,896.98,92.9,3
2025-12-15,Clothing,North,Miss,963.31,267.5,37
2025-12-16,Electronics,Central,Assume,966.9,168.29,30
2025-12-17,Clothing,North,Full,947.4,188.8,14
2025-12-18,Accessories,North,Somebody,641.08,126.08,13
2025-12-19,Electronics,North,Voice,974.62,254.94,8
2025-12-20,Clothing,South,House,616.53,75.74,18
2025-12-21,Electronics,South,Share,561.76,119.87,15
2025-12-22,Electronics,South,Must,834.23,175.18,23
2025-12-23,Furniture,East,Push,663.23,156.77,39
2025-12-24,Clothing,East,Customer,717.52,185.28,27
2025-12-25,Office Supplies,West,The,833.82,203.17,27
2025-12-26,Clothing,Central,According,794.47,149.02,4
2025-12-27,Clothing,West,Prevent,1131.12,162.89,31
2025-12-28,Furniture,West,Level,880.52,243.13,12
2025-12-29,Furniture,East,Service,1345.98,290.91,8
2025-12-30,Accessories,East,Support,1151.2,323.04,41
2025-12-31,Furniture,West,Serious,739.43,205.43,32
2026-01-01,Clothing,Central,Style,955.65,276.4,22
2026-01-02,Accessories,Central,Because,957.48,217.59,2
2026-01-03,Electronics,North,Dark,1347.86,353.45,44
